texto,tipo,sentimiento_general,estrellas,aspecto_comida,aspecto_servicio,aspecto_limpieza,aspecto_precio
"En el Hotel Mirador del Valle, el costo nos pareció muy accesible. Por otro lado, el aseo general fue muy limpio. En cuanto al resto, la comida estuvo correcta.",hotel,positivo,4,neutral,no_mencionado,positivo,positivo
"En el Hostal Kantuta, la comida estuvo insípida. Además, la relación precio-calidad es económico para lo que ofrece. Por otro lado, la atención del staff fue descortés.",hotel,negativo,2,negativo,negativo,no_mencionado,positivo
"En el Hotel Los Pinos, el aseo general fue descuidada. Además, los platillos fueron insípida.",hotel,negativo,1,negativo,no_mencionado,negativo,no_mencionado
"En el Hotel Plaza Mayor, la comida es insípida. También, las tarifas resultaron promedio. Por otro lado, nos atendieron de forma normal. También, todo se veía impecable.",hotel,neutral,3,negativo,neutral,positivo,neutral
"En el Hostal Sol Naciente, las habitaciones estaban adecuada. Asimismo, nos atendieron de forma indiferente. Por otro lado, el costo nos pareció económico para lo que ofrece. En cuanto al resto, el desayuno fue correcta.",hotel,neutral,3,neutral,negativo,neutral,positivo
"En el Hotel Illimani, las habitaciones estaban cuidada hasta el último detalle. Asimismo, el costo nos pareció muy accesible. Además, la comida es recién preparada y sabrosa.",hotel,positivo,5,positivo,no_mencionado,positivo,positivo
"En el Restaurante Rincón Cochabambino, la comida es decepcionante. En cuanto al resto, la relación precio-calidad es razonable dentro del mercado.",restaurante,negativo,2,negativo,no_mencionado,no_mencionado,neutral
"En la Cantina Altiplano, el desayuno fue muy grasosa. También, el aseo general fue deficiente. También, las tarifas resultaron promedio.",restaurante,negativo,2,negativo,no_mencionado,negativo,neutral
"En el Restaurante La Paceña, los platillos fueron sin nada especial. En cuanto al resto, todo se veía con mal olor. Por otro lado, la atención del staff fue descortés. También, la relación precio-calidad es económico para lo que ofrece.",restaurante,neutral,2,neutral,negativo,negativo,positivo
"En el Restaurante Sabor Andino, el servicio fue estándar. Asimismo, los precios son económico para lo que ofrece.",restaurante,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En el Restaurante Los Yungas, nos atendieron de forma descortés. Además, las tarifas resultaron similar al de la competencia. Por otro lado, la limpieza del lugar es sucia. Asimismo, el desayuno fue insípida.",restaurante,negativo,2,negativo,negativo,negativo,neutral
"En la Parrilla del Valle, el personal fue muy cordial. Asimismo, las tarifas resultaron razonable dentro del mercado. Por otro lado, la limpieza del lugar es normal. En cuanto al resto, el desayuno fue muy grasosa.",restaurante,neutral,3,negativo,positivo,neutral,neutral
"En la Parrilla del Valle, la relación precio-calidad es excesivo. En cuanto al resto, el desayuno fue exquisita.",restaurante,neutral,3,positivo,no_mencionado,no_mencionado,negativo
"En el Hostal Sol Naciente, la relación precio-calidad es muy caro. Asimismo, la comida estuvo aceptable. Además, nos atendieron de forma pésimo. Además, las habitaciones estaban aceptable.",hotel,negativo,2,neutral,negativo,neutral,negativo
"En el Hotel Illimani, la comida estuvo recién preparada y sabrosa. Por otro lado, el costo nos pareció excesivo.",hotel,neutral,3,positivo,no_mencionado,no_mencionado,negativo
"En la Parrilla del Valle, los platillos fueron correcta. Asimismo, los precios son promedio. También, las habitaciones estaban aceptable.",restaurante,neutral,3,neutral,no_mencionado,neutral,neutral
"En el Hostal Kantuta, la comida estuvo decepcionante. También, todo se veía reluciente.",hotel,neutral,3,negativo,no_mencionado,positivo,no_mencionado
"En el Restaurante Los Yungas, el costo nos pareció muy accesible. También, el desayuno fue de mala calidad. Por otro lado, el servicio fue deficiente.",restaurante,negativo,2,negativo,negativo,no_mencionado,positivo
"En el Restaurante La Paceña, el personal fue correcto. Además, los precios son razonable.",restaurante,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En la Cantina Altiplano, los precios son muy caro. También, nos atendieron de forma muy demorado.",restaurante,negativo,1,no_mencionado,negativo,no_mencionado,negativo
"En el Restaurante Sabor Andino, todo se veía impecable. Por otro lado, los precios son no vale lo que cuesta. En cuanto al resto, nos atendieron de forma rápido y amable.",restaurante,positivo,4,no_mencionado,positivo,positivo,negativo
"En el Hostal Sol Naciente, el servicio fue estándar. Por otro lado, las habitaciones estaban adecuada. Por otro lado, las tarifas resultaron similar al de la competencia.",hotel,neutral,3,no_mencionado,neutral,neutral,neutral
"En el Restaurante Rincón Cochabambino, la comida es normal. Por otro lado, el servicio fue estándar.",restaurante,neutral,3,neutral,neutral,no_mencionado,no_mencionado
"En el Hotel Mirador del Valle, el servicio fue profesional. Además, la relación precio-calidad es excesivo. En cuanto al resto, la limpieza del lugar es por debajo de lo esperado. Por otro lado, la comida es excelente.",hotel,neutral,3,positivo,positivo,negativo,negativo
"En el Hotel Andino, los platillos fueron correcta. En cuanto al resto, la relación precio-calidad es excesivo. Asimismo, las habitaciones estaban deficiente.",hotel,negativo,2,neutral,no_mencionado,negativo,negativo
"En el Hotel Los Pinos, las tarifas resultaron más alto de lo que justifica la experiencia. En cuanto al resto, el aseo general fue normal. Asimismo, los platillos fueron de mala calidad.",hotel,negativo,2,negativo,no_mencionado,neutral,negativo
"En la Cantina Altiplano, todo se veía normal. También, los precios son promedio.",restaurante,neutral,3,no_mencionado,no_mencionado,neutral,neutral
"En el Restaurante Fogón Criollo, todo se veía con mal olor. En cuanto al resto, los platillos fueron aceptable. En cuanto al resto, el personal fue correcto.",restaurante,negativo,2,neutral,neutral,negativo,no_mencionado
"En el Restaurante Los Yungas, el desayuno fue deliciosa. Además, las habitaciones estaban por debajo de lo esperado. También, el servicio fue excelente. También, los precios son muy accesible.",restaurante,positivo,4,positivo,positivo,negativo,positivo
"En el Restaurante Los Yungas, todo se veía aceptable. Además, las tarifas resultaron promedio. En cuanto al resto, el desayuno fue decepcionante. Por otro lado, la atención del staff fue indiferente.",restaurante,negativo,2,negativo,negativo,neutral,neutral
"En el Hotel Andino, el costo nos pareció una excelente relación precio-calidad. En cuanto al resto, el aseo general fue impoluto. También, nos atendieron de forma excelente.",hotel,positivo,5,no_mencionado,positivo,positivo,positivo
"En el Restaurante Sabor Andino, todo se veía con mal olor. Por otro lado, los platillos fueron de primera calidad.",restaurante,neutral,3,positivo,no_mencionado,negativo,no_mencionado
"En el Hotel Illimani, nos atendieron de forma profesional. También, el costo nos pareció muy accesible. También, la comida es insípida.",hotel,positivo,4,negativo,positivo,no_mencionado,positivo
"En el Hotel Los Pinos, las tarifas resultaron una excelente relación precio-calidad. En cuanto al resto, la comida estuvo increíble.",hotel,positivo,5,positivo,no_mencionado,no_mencionado,positivo
"En el Hotel Plaza Mayor, todo se veía impecable. En cuanto al resto, nos atendieron de forma aceptable. Por otro lado, la comida es excelente. Asimismo, los precios son una excelente relación precio-calidad.",hotel,positivo,4,positivo,neutral,positivo,positivo
"En el Café Illimani, el personal fue correcto. Por otro lado, los platillos fueron muy grasosa. Además, las habitaciones estaban con mal olor.",restaurante,negativo,2,negativo,neutral,negativo,no_mencionado
"En el Hotel Los Pinos, las tarifas resultaron excesivo. En cuanto al resto, los platillos fueron normal. Además, el personal fue deficiente. Además, la limpieza del lugar es aceptable.",hotel,negativo,2,neutral,negativo,neutral,negativo
"En la Cantina Altiplano, las habitaciones estaban descuidada. Además, la relación precio-calidad es muy accesible. También, el personal fue muy atento.",restaurante,positivo,4,no_mencionado,positivo,negativo,positivo
"En el Hostal Sol Naciente, las tarifas resultaron una excelente relación precio-calidad. En cuanto al resto, las habitaciones estaban adecuada. También, la comida es excelente. Por otro lado, el personal fue correcto.",hotel,positivo,4,positivo,neutral,neutral,positivo
"En el Restaurante Fogón Criollo, el desayuno fue fría cuando debía estar caliente. También, el personal fue profesional. En cuanto al resto, las habitaciones estaban aceptable. En cuanto al resto, los precios son razonable dentro del mercado.",restaurante,neutral,3,negativo,positivo,neutral,neutral
"En el Café Illimani, los precios son excesivo. Además, el desayuno fue normal.",restaurante,negativo,2,neutral,no_mencionado,no_mencionado,negativo
"En el Hotel Plaza Mayor, la atención del staff fue atento en todo momento. También, todo se veía impecable. Además, la comida estuvo correcta.",hotel,positivo,4,neutral,positivo,positivo,no_mencionado
"En el Restaurante Sabor Andino, las habitaciones estaban muy limpio. Asimismo, nos atendieron de forma muy demorado.",restaurante,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En la Cantina Altiplano, los precios son similar al de la competencia. Además, los platillos fueron decepcionante. Asimismo, la limpieza del lugar es reluciente. En cuanto al resto, nos atendieron de forma normal.",restaurante,neutral,3,negativo,neutral,positivo,neutral
"En el Restaurante Los Yungas, las habitaciones estaban aceptable. En cuanto al resto, nos atendieron de forma aceptable.",restaurante,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Restaurante Rincón Cochabambino, todo se veía normal. Asimismo, nos atendieron de forma excelente.",restaurante,positivo,4,no_mencionado,positivo,neutral,no_mencionado
"En el Hotel Illimani, la comida estuvo sin nada especial. Además, las habitaciones estaban reluciente. Asimismo, la relación precio-calidad es una excelente relación precio-calidad.",hotel,positivo,4,neutral,no_mencionado,positivo,positivo
"En el Hotel Plaza Mayor, el desayuno fue sin nada especial. Asimismo, los precios son similar al de la competencia.",hotel,neutral,3,neutral,no_mencionado,no_mencionado,neutral
"En el Hostal Kantuta, el desayuno fue excelente. Además, la limpieza del lugar es deficiente. En cuanto al resto, nos atendieron de forma profesional. Asimismo, la relación precio-calidad es económico para lo que ofrece.",hotel,positivo,4,positivo,positivo,negativo,positivo
"En el Restaurante Rincón Cochabambino, la comida es deliciosa. En cuanto al resto, las tarifas resultaron razonable. También, la limpieza del lugar es por debajo de lo esperado.",restaurante,positivo,4,positivo,no_mencionado,negativo,positivo
"En el Hotel Real Audiencia, la comida es aceptable. También, la atención del staff fue muy demorado. Por otro lado, la limpieza del lugar es descuidada.",hotel,negativo,2,neutral,negativo,negativo,no_mencionado
"En el Hotel Real Audiencia, las tarifas resultaron no vale lo que cuesta. También, la comida estuvo excelente. Asimismo, el personal fue muy demorado. También, la limpieza del lugar es reluciente.",hotel,neutral,3,positivo,negativo,positivo,negativo
"En el Restaurante Sabor Andino, el desayuno fue fría cuando debía estar caliente. Además, el costo nos pareció justo. Por otro lado, el servicio fue rápido y amable.",restaurante,positivo,4,negativo,positivo,no_mencionado,positivo
"En la Parrilla del Valle, el aseo general fue normal. Asimismo, la atención del staff fue estándar.",restaurante,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Hostal Sol Naciente, las tarifas resultaron económico para lo que ofrece. Asimismo, las habitaciones estaban reluciente. Asimismo, nos atendieron de forma profesional. Asimismo, la comida estuvo de mala calidad.",hotel,positivo,4,negativo,positivo,positivo,positivo
"En el Restaurante Los Yungas, el costo nos pareció más alto de lo que justifica la experiencia. Además, el desayuno fue correcta. En cuanto al resto, la limpieza del lugar es deficiente.",restaurante,negativo,2,neutral,no_mencionado,negativo,negativo
"En el Hostal Sol Naciente, la atención del staff fue muy atento. Por otro lado, los platillos fueron muy sabrosa.",hotel,positivo,5,positivo,positivo,no_mencionado,no_mencionado
"En el Restaurante Los Yungas, la relación precio-calidad es promedio. Asimismo, todo se veía impoluto.",restaurante,positivo,4,no_mencionado,no_mencionado,positivo,neutral
